# mode=ONNX timeScale=1 fixedDeltaTime=0.01999999 obsLen=89
# sensors=RayPerceptionSensor:0-64:65|VectorSensor_size24:65-88:24
# agents=0=Arena_0/Agent_Blue_0|1=Arena_0/Agent_Blue_1|2=Arena_0/Agent_Blue_2
mode,agentIdx,acadStep,agentStep,episodes,c0,c1,c2,d0,o0,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,o31,o32,o33,o34,o35,o36,o37,o38,o39,o40,o41,o42,o43,o44,o45,o46,o47,o48,o49,o50,o51,o52,o53,o54,o55,o56,o57,o58,o59,o60,o61,o62,o63,o64,o65,o66,o67,o68,o69,o70,o71,o72,o73,o74,o75,o76,o77,o78,o79,o80,o81,o82,o83,o84,o85,o86,o87,o88
ONNX,0,970,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,970,970,0,-0.4724189,1,-0.1331473,1,0,0,0,1,1,0,0,1,0,0.562566,0,0,1,0,0.4564447,0,0,1,0,0.545599,0,0,1,0,0.2629835,0,0,1,0,0.5588722,0,0,1,0,0.2307274,0,0,1,0,0.8285851,0,0,1,0,0.2158864,0,0,1,0,0.5361543,0,0,1,0,0.2136617,0,0,1,0,0.8969161,0,0,1,0,0.02150583,0.2411153,0.3922241,0.8873102,0.4611732,-2.562813E-05,6.190687E-05,0.25,0.78,0,1,0.6699994,0,0,0,1,0.3333333,0.1939791,0.9810058,0.3458844,0.1673732,0.9858937,0.5286016,0,1
ONNX,2,970,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,975,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,975,975,0,-0.2606081,0.7909354,-0.09838486,1,0,0,1,0,0.4277804,0,0,1,0,0.5689062,0,0,1,0,0.4737714,0,0,1,0,0.5462529,0,0,1,0,0.2553307,0,0,1,0,0.5540601,0,0,1,0,0.2268528,0,0,1,0,0.8510999,0,0,1,0,0.214493,0,0,1,0,0.5658578,0,0,1,0,0.2143701,0,0,1,0,0.8509895,0,0,1,0,0.01941297,0.2411795,0.3922814,0.8672491,0.4978746,-0.000178989,0.000875935,0.25,0.7766666,0,1,0.6866661,0,0,0,1,0.3333333,0.234994,0.9719968,0.3457637,0.2071775,0.9783034,0.526827,0,1
ONNX,2,975,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,980,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,980,980,0,-0.5410256,0.8226148,0.006149389,0,0,0,1,0,0.4073009,0,0,1,0,0.5742036,0,0,1,0,0.4878394,0,0,1,0,0.5472251,0,0,1,0,0.2501472,0,0,1,0,0.5510415,0,0,1,0,0.2242482,0,0,0,1,1,0,0,1,0,0.2136461,0,0,1,0,0.5908063,0,0,1,0,0.04731089,0,0,1,0,0.8206438,0,0,1,0,0.01852118,0.2412851,0.392354,0.8514488,0.5244379,-3.964454E-05,0.0003542975,0.25,0.7733333,0,1,0.7033327,0,0,0,1,0.3333333,0.2650941,0.9642226,0.3455743,0.2392471,0.9709587,0.522983,0,1
ONNX,2,980,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,985,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,985,985,0,-0.4082013,0.5133108,-0.02940651,1,0,0,1,0,0.4076667,0,0,1,0,0.5737845,0,0,1,0,0.4868289,0,0,1,0,0.547083,0,0,1,0,0.2504098,0,0,1,0,0.5511476,0,0,1,0,0.2243597,0,0,0,1,1,0,0,1,0,0.2136516,0,0,1,0,0.5892381,0,0,1,0,0.04830436,0,0,1,0,0.8223561,0,0,1,0,0.01875092,0.2413083,0.3923681,0.8524603,0.522792,6.537884E-06,4.000962E-06,0.25,0.7733333,0,1,0.7199994,0,0,0,1,0.3333333,0.2632618,0.9647244,0.3455335,0.2354771,0.97188,0.5192949,0,1
ONNX,2,985,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,990,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,990,990,0,-0.8309811,1,-0.2440055,0,0,0,1,0,0.4069688,0,0,1,0,0.5753065,0,0,1,0,0.4910301,0,0,1,0,0.5472988,0,0,1,0,0.2488159,0,0,1,0,0.5501748,0,0,1,0,0.2235191,0,0,0,1,1,0,0,1,0,0.2133308,0,0,1,0,0.5973657,0,0,1,0,0.04694853,0,0,1,0,0.5149345,0,0,1,0,0.01895098,0.2414155,0.3924371,0.8475943,0.5306449,4.418381E-05,0.0001844876,0.25,0.77,0,1,0.736666,0,0,0,1,0.3333333,0.2723197,0.9622069,0.3453433,0.2500806,0.9682251,0.5160609,0,1
ONNX,2,990,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,995,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,995,995,0,-0.1997918,0.3385333,0.02977253,0,0,0,1,0,0.4286568,0,0,1,0,0.5923672,0,0,1,0,0.278475,0,0,1,0,0.552866,0,0,1,0,0.2383987,0,0,1,0,0.5458931,0,0,1,0,0.2187137,0,0,1,0,0.5694086,0,0,1,0,0.2126197,0,0,1,0,0.6741726,0,0,1,0,0.03156983,0,0,1,0,0.4925006,0,0,1,0,0.01680264,0.2414362,0.3924463,0.8044676,0.5939966,3.712252E-06,2.749264E-06,0.25,0.77,0,1,0.7533327,0,0,0,1,0.3333333,0.3452203,0.9385217,0.3453085,0.3255899,0.9455113,0.5154951,0,1
ONNX,2,995,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,1000,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,1000,1000,0,-0.833317,0.0587685,0.2559513,1,0,0,1,0,0.4257339,0,0,1,0,0.5900369,0,0,1,0,0.2806998,0,0,1,0,0.5519997,0,0,1,0,0.2395384,0,0,1,0,0.5462337,0,0,1,0,0.2192112,0,0,1,0,0.5710545,0,0,1,0,0.2126305,0,0,1,0,0.6635615,0,0,1,0,0.03289735,0,0,1,0,0.4877338,0,0,1,0,0.01694411,0.2414366,0.3924492,0.8099881,0.5864463,-9.858608E-05,0.000136137,0.25,0.77,0,0,0.7699993,0,0,0,1,0.3333333,0.3364381,0.9417056,0.3453065,0.312342,0.9499698,0.5154619,0,1
ONNX,2,1000,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,1005,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,1005,1005,0,-0.4903729,0.8802992,-0.1396326,0,0,0,1,0,0.4092787,0,0,1,0,0.5727611,0,0,1,0,0.4845665,0,0,1,0,0.5466221,0,0,1,0,0.2508092,0,0,1,0,0.5511819,0,0,1,0,0.2244686,0,0,0,1,1,0,0,1,0,0.2135533,0,0,1,0,0.5863227,0,0,1,0,0.05169282,0,0,1,0,0.8255399,0,0,1,0,0.01972023,0.2414376,0.392447,0.854476,0.5194908,0,0,0.25,0.7666667,0,1,0.786666,0,0,0,1,0.3333333,0.2597003,0.9656892,0.3453059,0.234571,0.972099,0.5136422,0,1
ONNX,2,1005,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,1010,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,1010,1010,0,-0.7173752,0.5996537,-0.1122043,1,0,0,1,0,0.4149283,0,0,1,0,0.5814993,0,0,1,0,0.5068793,0,0,1,0,0.5490158,0,0,1,0,0.2442507,0,0,1,0,0.5479459,0,0,1,0,0.2213143,0,0,0,1,1,0,0,1,0,0.2128032,0,0,1,0,0.6257144,0,0,1,0,0.03985069,0,0,1,0,0.4979903,0,0,1,0,0.01795479,0.241476,0.3924823,0.8308729,0.5564623,-6.931648E-05,0.0002821386,0.25,0.7666667,0,1,0.8033326,0,0,0,1,0.3333333,0.3018977,0.9533404,0.3452333,0.2761099,0.9611261,0.5137767,0,1
ONNX,2,1010,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,1015,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,1015,1015,0,-0.7113573,0.8567443,0.1451678,0,0,0,1,0,0.425171,0,0,1,0,0.5895756,0,0,1,0,0.2808821,0,0,1,0,0.5517483,0,0,1,0,0.2395875,0,0,1,0,0.5461503,0,0,1,0,0.2191803,0,0,1,0,0.5711463,0,0,1,0,0.2125351,0,0,1,0,0.6623176,0,0,1,0,0.03370832,0,0,1,0,0.4872268,0,0,1,0,0.01710586,0.2414975,0.3924943,0.8107455,0.5853988,3.41516E-06,2.458692E-06,0.25,0.7633333,0,1,0.8199993,0,0,0,1,0.3333333,0.335332,0.9421002,0.3451959,0.3155366,0.9489135,0.5143744,0,1
ONNX,2,1015,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,1020,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,1020,1020,0,-0.6237339,0.7400614,-0.1076315,1,0,0,1,0,0.4119889,0,0,1,0,0.5791989,0,0,1,0,0.501185,0,0,1,0,0.5482463,0,0,1,0,0.2456411,0,0,1,0,0.5485041,0,0,1,0,0.221936,0,0,0,1,1,0,0,1,0,0.2128694,0,0,1,0,0.6159718,0,0,1,0,0.04272058,0,0,1,0,0.5033255,0,0,1,0,0.01860263,0.2415154,0.3925073,0.8365909,0.5478283,2.708286E-06,1.773238E-06,0.25,0.7633333,0,1,0.8366659,0,0,0,1,0.3333333,0.2920652,0.9563985,0.3451637,0.3041233,0.9526328,0.5181215,0,1
ONNX,2,1020,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,1025,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,1025,1025,0,-0.7502407,0.5271954,0.01550235,1,0,0,1,0,0.4215144,0,0,1,0,0.5866662,0,0,1,0,0.2837136,0,0,1,0,0.5506595,0,0,1,0,0.2410161,0,0,1,0,0.5465795,0,0,1,0,0.2197878,0,0,1,0,0.5732354,0,0,1,0,0.2125263,0,0,1,0,0.6496474,0,0,1,0,0.03598811,0,0,1,0,0.486151,0,0,1,0,0.0174672,0.2415332,0.3925216,0.8175923,0.5757977,2.460554E-06,1.728535E-06,0.25,0.76,0,1,0.8533326,0,0,0,1,0.3333333,0.3242688,0.9459651,0.3451307,0.3362387,0.9417768,0.5182474,0,1
ONNX,2,1025,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,1030,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,1030,1030,0,-0.6997482,0.5103933,-0.0810784,1,0,0,1,0,0.4200278,0,0,1,0,0.5854865,0,0,1,0,0.2853305,0,0,1,0,0.5502239,0,0,1,0,0.2416157,0,0,1,0,0.5467699,0,0,1,0,0.2200438,0,0,1,0,0.5741166,0,0,1,0,0.2125264,0,0,1,0,0.644591,0,0,1,0,0.03705411,0,0,1,0,0.488371,0,0,1,0,0.01767177,0.2415522,0.3925351,0.8203868,0.5718091,-6.668561E-07,8.247793E-06,0.25,0.7566667,0,1,0.8699992,0,0,0,1,0.3333333,0.3196906,0.947522,0.3450966,0.3305725,0.9437806,0.5165308,0,1
ONNX,2,1030,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,1035,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,1035,1035,0,-0.2157389,0.61499,-0.1225269,0,0,0,1,0,0.4276964,0,0,1,0,0.5915713,0,0,1,0,0.278614,0,0,1,0,0.5523812,0,0,1,0,0.2383691,0,0,1,0,0.5456494,0,0,1,0,0.2185796,0,0,1,0,0.569407,0,0,1,0,0.2123967,0,0,1,0,0.6725001,0,0,1,0,0.03318275,0,0,1,0,0.4918776,0,0,1,0,0.01713644,0.2415754,0.3925485,0.8055573,0.5925179,4.005036E-06,2.942979E-06,0.25,0.7533333,0,1,0.8866659,0,0,0,1,0.3333333,0.3437461,0.9390627,0.345056,0.3545227,0.9350474,0.5167791,0,1
ONNX,2,1035,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,1040,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,1040,1040,0,-0.7825521,0.2800663,0.2076296,0,0,0,1,0,0.4401671,0,0,1,0,0.6015695,0,0,1,0,0.2697881,0,0,1,0,0.5561829,0,0,1,0,0.233778,0,0,1,0,0.5444568,0,0,1,0,0.2165484,0,0,1,0,0.5629366,0,0,1,0,0.2123458,0,0,1,0,0.843933,0,0,1,0,0.02942738,0,0,1,0,0.5131831,0,0,1,0,0.0167687,0.2416907,0.3926217,0.7821586,0.6230795,6.040186E-05,4.81233E-05,0.25,0.7533333,0,1,0.9033325,0,0,0,1,0.3333333,0.3797887,0.9250733,0.344852,0.3916937,0.9200957,0.5147379,0,1
ONNX,2,1040,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,0,1045,363,0,-1,-1,0.6135747,0,0,1,0,0,0.3997564,0,0,1,0,0.4135252,0,0,1,0,0.6849162,0,0,0,0,0.9041634,0,0,1,0,0.6339577,0,0,0,0,0.8366075,0,0,0,1,1,0,0,0,0,0.8195556,0,0,1,0,0.6429232,0,0,0,0,0.8479868,0,0,1,0,0.4805846,0,0,0,0,0.9304237,0,0,1,0,0.5637564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONNX,1,1045,1045,0,-0.4421787,1,-0.09239366,0,0,0,1,0,0.4192957,0,0,1,0,0.584875,0,0,1,0,0.5159048,0,0,1,0,0.5498234,0,0,1,0,0.2415452,0,0,1,0,0.5465332,0,0,1,0,0.2199039,0,0,1,0,0.5740439,0,0,1,0,0.2123272,0,0,1,0,0.6436728,0,0,1,0,0.03878203,0,0,1,0,0.4885698,0,0,1,0,0.0183842,0.2416875,0.3926295,0.8211091,0.5707715,0,0,0.25,0.7533333,0,1,0.9199992,0,0,0,1,0.3333333,0.3187183,0.9478495,0.3448534,0.3378237,0.9412094,0.5117636,0,1
ONNX,2,1045,514,0,-0.7184453,-0.120122,0.04882441,1,0,0,1,0,0.148403,0,0,1,0,0.1416673,0,0,1,0,0.392386,0,0,1,0,0.143598,0,0,1,0,0.2859598,0,0,1,0,0.1539989,0,0,1,0,0.2349096,0,0,1,0,0.1762688,0,0,1,0,0.2088807,0,0,1,0,0.2199295,0,0,1,0,0.1976363,0,0,1,0,0.3980972,0,0,1,0,0.1976519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
